# ruleset sm-era-2 commit 5b01693 patrolBase 4 size 64 ticks 60000 ai 3 mirror 0 firmswap 0
seed,size,mirror,firmswap,ticks,offered,accepted,completed,failed,expired,acc_courier,acc_surveillance,acc_extraction,acc_sabotage,acc_acquisition,acc_defend,off_courier,off_surveillance,off_extraction,off_sabotage,off_acquisition,off_defend,courier,surveillance,extraction,sabotage,acquisition,defend,burns,downs,captures,arrests,rescues,banked,cacheLost,raids,raidsSucceeded,deployments,cleanExtracts,emergencyExtracts,heatMax,heatLockdownTicks,recognition,tierReached,avgSortieTicks,avgDeployTicks,deploysToTier3
39908,64,0,0,60000,80,21,8,11,32,0,8,8,2,0,3,592,254,346,56,83,66,0,6,1,0,0,1,49,13,13,13,0,1656,1190,9,4,7,4,0,5,26177,100,3,6804,14055,7
40730,64,0,0,60000,80,70,6,63,26,0,7,62,0,0,1,272,323,2851,14,0,72,0,3,3,0,0,0,77,66,66,66,0,1709,156,8,1,92,89,0,5,31729,110,2,4463,793,0
41552,64,0,0,60000,80,38,10,20,16,2,8,23,1,0,4,122,285,813,3,197,15,0,0,6,0,0,4,27,24,24,24,0,934,104,8,1,9,6,0,5,42274,405,3,3485,6663,8
1411,64,0,0,60000,80,15,5,5,24,0,4,11,0,0,0,395,319,508,9,0,164,0,4,1,0,0,0,14,8,8,8,0,1242,0,0,0,8,5,0,5,5809,125,2,3512,2804,0
2233,64,0,0,60000,80,27,22,3,25,1,9,5,3,2,7,211,272,410,45,167,280,1,8,3,2,2,6,23,4,4,4,0,2814,2950,13,10,6,3,0,4,1799,855,4,3613,15710,6
3055,64,0,0,60000,80,65,2,62,20,1,4,60,0,0,0,173,424,3432,42,0,222,0,2,0,0,0,0,68,62,62,62,0,1035,0,9,0,82,79,0,5,49477,70,2,4522,877,0
3877,64,0,0,60000,80,39,17,17,25,4,3,22,3,1,6,331,199,698,47,127,31,1,2,10,2,1,1,28,21,21,21,0,2678,0,2,0,10,7,0,5,26393,635,4,4294,7294,8
4699,64,0,0,60000,80,16,14,0,29,0,9,1,1,0,5,729,281,207,68,83,102,0,9,0,0,0,5,17,0,0,0,0,2898,3622,25,9,5,2,0,5,19459,420,3,6220,23325,5
5521,64,0,0,60000,80,35,20,8,24,1,7,15,2,1,9,196,151,874,41,171,33,0,6,4,2,1,7,34,13,13,13,0,3243,1814,20,9,9,6,0,5,22813,735,4,3706,14141,5
6343,64,0,0,60000,80,5,2,0,32,1,4,0,0,0,0,471,340,571,0,0,93,1,1,0,0,0,0,9,1,0,0,0,0,0,49,0,3,0,0,5,58485,5,2,6760,0,0
7165,64,0,0,60000,80,4,1,0,26,0,4,0,0,0,0,573,257,600,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,5,110332,35,1,4362,0,0
7987,64,0,0,60000,80,16,11,2,22,1,7,3,1,0,4,123,396,728,6,95,67,0,3,3,1,0,4,10,2,2,2,0,2743,0,11,0,6,3,0,5,111889,435,4,3668,16406,4
8809,64,0,0,60000,80,64,1,63,21,0,3,61,0,0,0,400,117,4238,0,0,0,0,1,0,0,0,0,65,64,63,63,0,414,414,5,1,115,112,0,5,33260,35,1,3990,487,0
9631,64,0,0,60000,80,64,3,61,22,0,4,60,0,0,0,230,332,3828,0,0,0,0,3,0,0,0,0,68,63,63,63,0,414,0,4,0,104,101,0,5,42125,45,1,6444,572,0
10453,64,0,0,60000,80,9,6,0,27,0,5,3,1,0,0,414,237,533,121,0,140,0,4,2,0,0,0,9,0,0,0,0,1812,0,5,0,5,2,0,5,11335,150,2,4757,17745,0
11275,64,0,0,60000,80,24,20,0,30,3,10,2,3,1,5,535,262,186,83,165,200,3,6,2,3,1,5,7,2,2,2,0,5348,6023,47,5,7,4,0,5,33889,875,4,3310,32985,5
12097,64,0,0,60000,80,15,5,6,22,0,7,5,3,0,0,333,419,553,19,0,74,0,4,1,0,0,0,20,6,6,6,0,1967,0,11,0,6,3,0,5,47162,140,2,5585,11743,0
12919,64,0,0,60000,80,6,1,2,23,1,4,1,0,0,0,638,118,664,0,0,0,1,0,0,0,0,0,8,2,2,2,0,0,0,0,0,4,1,0,5,111346,35,1,1314,890,0
13741,64,0,0,60000,80,73,8,59,35,0,4,67,0,0,2,369,236,1387,0,22,14,0,2,5,0,0,1,91,69,69,69,0,1141,0,2,0,41,38,0,5,51962,130,3,3589,1445,8
14563,64,0,0,60000,80,52,9,32,32,2,5,43,1,0,1,375,53,1132,20,0,23,2,3,3,0,0,1,59,49,49,49,0,2223,621,9,1,21,18,0,5,36223,210,2,3615,4794,0
15385,64,0,0,60000,80,18,15,0,29,0,5,5,1,0,7,522,305,385,50,70,98,0,4,3,1,0,7,10,1,1,1,0,2779,0,0,0,6,3,0,5,56388,590,4,3464,13533,4
16207,64,0,0,60000,80,7,4,0,32,0,2,5,0,0,0,645,243,467,55,0,40,0,1,3,0,0,0,7,1,1,1,0,0,416,213,2,3,0,0,5,56822,30,2,3172,0,0
17029,64,0,0,60000,80,35,24,6,29,2,8,11,5,3,6,559,54,304,54,240,208,2,6,6,3,2,5,40,10,10,10,0,3451,3246,14,12,7,4,0,5,8257,775,4,4693,11817,5
17851,64,0,0,60000,80,68,9,59,29,3,4,60,1,0,0,176,36,3799,39,0,27,2,4,2,1,0,0,71,63,63,63,0,1467,0,31,0,102,99,0,5,38272,190,2,7697,634,0
18673,64,0,0,60000,80,43,8,28,35,2,6,33,0,0,2,543,85,1041,50,0,89,1,4,3,0,0,0,43,37,37,37,0,1140,690,18,1,25,22,0,5,59666,180,2,6694,3559,0
19495,64,0,0,60000,80,19,8,9,29,0,8,9,2,0,0,386,146,858,22,37,0,0,2,6,0,0,0,25,13,12,12,0,1038,0,8,0,6,3,0,5,63554,255,3,4926,11396,5
20317,64,0,0,60000,80,40,13,22,26,0,7,28,0,0,5,198,303,739,68,14,197,0,5,3,0,0,5,45,26,26,26,0,3674,3105,10,3,20,17,0,5,32596,435,3,6146,6314,8
21139,64,0,0,60000,80,11,6,1,25,0,7,2,1,0,1,420,334,433,81,0,149,0,4,0,1,0,1,6,1,1,1,0,2415,414,22,1,5,2,0,5,57295,250,3,4449,17095,4
21961,64,0,0,60000,80,18,12,5,24,1,7,5,0,1,4,255,365,493,43,96,129,0,5,3,0,1,3,27,9,9,9,0,3607,0,1,0,9,6,0,5,10868,380,4,6032,8340,7
22783,64,0,0,60000,80,57,14,40,26,1,10,43,0,0,3,163,343,1818,0,83,71,1,7,3,0,0,3,54,42,42,42,0,1837,2657,11,9,31,28,0,5,54718,350,4,4662,2186,16
23605,64,0,0,60000,80,14,10,0,25,0,5,3,1,2,3,139,440,762,5,22,22,0,3,1,1,2,3,11,1,1,1,0,2347,0,16,0,6,3,0,5,56431,450,4,4137,15026,5
24427,64,0,0,60000,80,27,13,8,29,1,5,16,0,0,5,471,116,602,31,20,191,1,4,3,0,0,5,19,13,13,13,0,2122,0,6,0,10,7,0,5,9293,530,4,2800,5142,8
25249,64,0,0,60000,80,17,3,12,28,0,5,12,0,0,0,187,307,943,0,0,0,0,2,1,0,0,0,22,14,14,14,0,414,0,2,0,9,6,0,5,19403,70,1,5719,1943,0
26071,64,0,0,60000,80,18,5,6,26,0,7,11,0,0,0,491,217,659,35,0,28,0,5,0,0,0,0,21,8,8,8,0,1656,414,6,1,8,5,0,5,64478,105,2,7113,8122,0
26893,64,0,0,60000,80,29,21,3,35,1,8,11,1,0,8,512,121,412,150,107,104,1,6,6,0,0,8,27,4,4,4,0,4934,104,19,1,9,6,0,5,25264,650,4,3272,14575,6
27715,64,0,0,60000,80,47,15,29,23,2,7,34,0,1,3,398,277,864,8,23,177,2,6,3,0,1,3,42,34,34,34,0,4504,3208,14,4,25,22,0,5,32951,550,4,3095,3742,6
28537,64,0,0,60000,80,20,10,5,19,0,7,10,1,1,1,446,61,603,5,96,211,0,7,1,1,0,1,23,7,7,7,0,3399,1605,14,3,8,5,0,5,14022,230,3,5385,14972,4
29359,64,0,0,60000,80,14,10,1,22,0,9,3,0,0,2,242,176,671,48,168,130,0,7,1,0,0,2,8,2,2,2,0,2588,0,65,0,6,3,0,5,61533,390,3,3973,16726,4
30181,64,0,0,60000,80,30,26,1,29,4,8,8,3,3,4,340,255,570,72,180,18,3,8,6,3,2,4,29,3,3,3,0,5161,1898,34,3,8,5,0,5,21756,930,4,3693,13308,5
31003,64,0,0,60000,80,3,0,0,27,0,3,0,0,0,0,273,192,970,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,5,113438,0,1,0,0,0
31825,64,0,0,60000,80,5,3,0,34,0,3,2,0,0,0,655,197,553,0,0,20,0,2,1,0,0,0,4,1,0,0,0,0,0,23,0,3,0,0,5,56610,55,2,2982,0,0
32647,64,0,0,60000,80,28,7,18,30,0,2,26,0,0,0,345,311,1425,0,0,3,0,1,6,0,0,0,45,36,36,36,0,1245,621,7,1,23,20,0,5,99633,220,3,3413,2636,20
33469,64,0,0,60000,80,16,13,2,34,2,7,2,0,1,4,710,68,428,20,79,140,2,6,2,0,0,3,20,4,3,3,0,1346,828,25,2,5,2,0,5,46470,335,3,9603,25135,4
34291,64,0,0,60000,80,47,18,18,18,1,7,28,2,1,8,241,364,671,17,89,47,1,4,4,0,1,8,30,19,19,19,0,828,2381,11,9,12,9,0,5,20996,735,4,4335,5476,9
35113,64,0,0,60000,80,35,4,28,32,1,3,30,1,0,0,418,144,1678,4,0,102,1,1,2,0,0,0,33,29,28,28,0,795,951,21,4,20,17,0,5,53218,115,2,2319,1589,0
35935,64,0,0,60000,80,7,3,1,24,1,4,2,0,0,0,452,29,850,49,0,60,1,2,0,0,0,0,8,2,1,1,0,0,0,33,0,3,0,0,5,56925,80,2,3478,0,0
36757,64,0,0,60000,80,35,23,10,32,1,9,15,0,1,9,532,231,349,55,92,154,1,6,11,0,1,4,23,14,14,14,0,2072,1686,15,11,7,4,0,5,30731,830,4,4410,7467,5
37579,64,0,0,60000,80,22,14,3,33,1,7,8,1,1,4,427,162,426,48,190,167,1,6,3,0,1,3,12,3,3,3,0,3486,2071,11,3,8,5,0,5,9344,505,3,3441,12864,5
38401,64,0,0,60000,80,25,18,3,39,3,7,7,2,1,5,563,121,443,91,82,161,3,6,3,1,1,4,17,4,4,4,0,3969,724,13,2,7,4,0,5,14707,610,4,5485,12697,6
39223,64,0,0,60000,80,97,1,53,21,0,2,95,0,0,0,301,420,2427,0,0,0,0,0,1,0,0,0,55,53,53,53,0,0,0,0,0,37,34,0,5,20644,10,1,832,541,0
40045,64,0,0,60000,80,25,16,5,27,2,6,9,2,3,3,474,193,479,45,193,64,1,6,6,0,0,3,17,7,7,7,0,2641,156,8,1,6,3,0,5,35716,560,4,5967,24203,4
40867,64,0,0,60000,80,31,18,7,24,2,8,14,4,1,2,162,90,557,58,156,397,1,8,7,0,1,1,17,13,13,13,0,3727,0,0,0,10,7,0,5,18244,665,4,3267,8245,9
41689,64,0,0,60000,80,50,12,36,23,1,12,37,0,0,0,171,339,987,15,78,57,0,8,4,0,0,0,66,38,38,38,0,3106,1968,7,7,17,14,0,5,25613,250,3,3743,5441,15
1548,64,0,0,60000,80,30,22,5,27,2,11,7,2,1,7,496,117,331,103,7,352,2,9,3,2,1,5,11,5,5,5,0,2019,4780,10,14,6,3,0,5,6226,875,4,3406,12600,6
2370,64,0,0,60000,80,28,16,8,23,0,9,9,2,1,7,112,295,730,55,61,169,0,7,4,1,0,4,44,10,10,10,0,3191,519,10,4,8,5,0,5,15543,485,4,5309,18640,6
3192,64,0,0,60000,80,20,13,5,21,2,5,6,3,2,2,116,413,627,18,80,131,2,4,4,1,1,1,26,6,6,6,0,1863,1519,13,10,5,2,0,5,55305,440,4,5097,13555,5
4014,64,0,0,60000,80,62,7,53,30,2,5,53,1,0,1,396,377,659,14,0,119,0,4,2,1,0,0,79,66,66,66,0,1795,0,49,0,19,16,0,5,38723,180,2,5491,5074,0
4836,64,0,0,60000,80,44,11,28,19,0,5,34,1,0,4,159,293,1046,3,56,52,0,5,2,0,0,4,41,32,32,32,0,2380,156,6,1,25,22,0,5,19192,405,3,3288,2507,4
5658,64,0,0,60000,80,34,12,17,26,0,8,23,1,0,2,329,288,788,3,43,10,0,4,5,1,0,2,33,19,19,19,0,621,2831,11,11,10,7,0,5,19185,425,4,3303,6897,7
6480,64,0,0,60000,80,18,8,6,22,0,4,10,1,1,2,304,233,640,10,56,152,0,2,3,1,1,1,15,10,10,10,0,1883,0,17,0,9,6,0,5,54751,335,3,4000,9291,4
7302,64,0,0,60000,80,65,1,62,25,1,1,63,0,0,0,361,237,4066,0,0,0,0,0,1,0,0,0,77,63,62,62,0,0,0,3,0,128,126,0,5,44594,10,1,481,423,0
8124,64,0,0,60000,80,12,11,0,33,0,10,0,2,0,0,381,290,550,62,38,99,0,9,0,2,0,0,8,2,1,1,0,4071,414,9,1,7,4,0,5,7048,350,3,4848,16237,6
8946,64,0,0,60000,80,65,7,57,18,0,6,59,0,0,0,224,220,3232,0,0,0,0,0,7,0,0,0,73,69,69,69,0,780,156,25,1,60,57,0,5,51206,170,3,3189,1011,31
9768,64,0,0,60000,80,13,10,1,29,3,6,2,0,0,2,206,169,730,61,0,234,2,5,1,0,0,2,9,3,3,3,0,1518,311,1,2,6,3,0,5,48721,290,2,3286,6443,0
10590,64,0,0,60000,80,20,8,8,23,0,6,10,2,0,2,280,509,516,30,34,49,0,4,3,1,0,0,32,13,13,13,0,1691,0,6,0,7,4,0,5,58826,215,3,3970,8452,7
11412,64,0,0,60000,80,10,4,3,24,0,7,3,0,0,0,192,344,864,55,0,0,0,2,2,0,0,0,8,4,4,4,0,104,414,15,1,4,1,0,5,19441,140,2,3863,4200,0
12234,64,0,0,60000,80,37,15,12,19,0,10,24,0,0,3,330,121,786,12,8,147,0,7,5,0,0,3,32,16,16,16,0,3263,260,3,2,12,9,0,5,19320,440,4,3192,6622,10
13056,64,0,0,60000,80,38,13,19,33,0,7,25,1,2,3,337,171,608,31,18,258,0,5,6,0,0,2,55,25,25,25,0,2951,104,4,1,11,8,0,5,21129,265,3,4264,6907,11
13878,64,0,0,60000,80,66,3,63,24,0,6,60,0,0,0,193,125,3452,0,0,0,0,2,1,0,0,0,68,64,64,64,0,777,0,0,0,86,83,0,5,44129,80,2,2827,718,0
14700,64,0,0,60000,80,30,14,13,19,0,9,19,2,0,0,148,300,798,47,109,20,0,5,9,0,0,0,41,20,20,20,0,518,1789,4,10,7,4,0,5,31842,260,4,5725,3380,7
15522,64,0,0,60000,80,12,7,3,31,0,6,2,2,0,2,588,423,295,10,72,82,0,3,1,1,0,2,9,3,3,3,0,1794,0,6,0,5,2,0,5,56439,305,3,3799,15120,5
16344,64,0,0,60000,80,57,9,43,31,0,4,49,1,0,3,279,43,1493,63,0,410,0,4,3,0,0,2,53,46,46,46,0,2976,0,9,0,34,31,0,5,44901,255,2,3046,2312,0
17166,64,0,0,60000,80,9,6,0,25,1,6,1,0,0,1,431,224,541,14,0,215,1,5,0,0,0,0,12,0,0,0,0,1966,931,3,1,4,1,0,5,42778,140,2,5198,19560,0
17988,64,0,0,60000,80,27,14,9,23,1,9,15,1,1,0,245,237,697,5,168,85,0,7,6,0,1,0,26,10,10,10,0,3161,828,14,1,8,5,0,5,26633,360,4,7375,14732,5
18810,64,0,0,60000,80,4,1,0,31,0,2,2,0,0,0,555,395,505,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,5,57704,35,1,1023,0,0
19632,64,0,0,60000,80,37,5,28,27,0,4,30,1,0,2,262,239,817,75,0,186,0,3,1,0,0,1,42,36,36,36,0,2019,0,6,0,16,13,0,5,55716,195,2,3819,4552,0
20454,64,0,0,60000,80,17,12,4,20,1,7,7,2,0,0,377,335,493,115,20,77,1,4,7,0,0,0,23,9,9,9,0,2486,881,6,2,6,3,0,5,27089,325,3,3825,11766,4
21276,64,0,0,60000,80,19,13,3,27,4,7,4,1,0,3,493,113,636,42,75,93,4,5,1,0,0,3,16,4,4,4,0,1811,1673,45,5,5,2,0,5,56695,415,4,3499,27460,4
22098,64,0,0,60000,80,282,2,43,33,38,6,238,0,0,0,239,146,3099,1,0,0,0,1,1,0,0,0,73,63,63,63,0,518,0,28,0,61,59,0,5,94135,45,2,4112,921,0
22920,64,0,0,60000,80,38,16,13,33,1,6,22,2,1,6,201,207,867,54,45,38,0,3,8,2,0,3,42,22,22,22,0,3694,0,5,0,10,7,0,5,25945,475,4,5645,8305,7
23742,64,0,0,60000,80,15,12,1,23,0,15,0,0,0,0,230,359,572,25,56,163,0,12,0,0,0,0,16,1,1,1,0,5175,1242,8,2,7,4,0,5,15939,295,3,5435,15790,6
24564,64,0,0,60000,80,25,17,6,26,1,10,8,3,1,2,387,253,375,64,114,231,1,9,4,0,1,2,23,6,6,6,0,3105,2021,10,9,7,4,0,5,10955,510,4,4298,18145,6
25386,64,0,0,60000,80,67,4,62,30,0,4,63,0,0,0,310,169,3743,23,0,132,0,3,1,0,0,0,67,62,62,62,0,156,984,4,3,91,88,0,5,44761,115,2,3679,664,0
26208,64,0,0,60000,80,26,16,6,26,3,4,11,3,3,2,403,13,580,76,115,237,1,3,7,2,2,1,26,10,10,10,0,1070,1815,10,9,7,4,0,5,49619,550,4,4506,6525,7
27030,64,0,0,60000,80,3,0,0,31,0,3,0,0,0,0,540,418,447,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5,57482,0,1,0,0,0
27852,64,0,0,60000,80,38,3,32,18,0,4,34,0,0,0,91,353,2095,17,0,80,0,2,1,0,0,0,47,41,41,41,0,1346,2484,13,4,23,20,0,5,58146,55,2,3518,1725,0
28674,64,0,0,60000,80,22,12,9,26,2,8,8,0,0,4,419,72,494,110,197,100,1,5,3,0,0,3,32,13,13,13,0,2605,0,3,0,7,4,0,5,36777,320,3,5931,12987,4
29496,64,0,0,60000,80,22,14,4,38,1,6,10,1,0,4,412,114,679,60,72,43,1,4,5,0,0,4,25,5,5,5,0,3486,621,15,1,7,4,0,5,43917,410,4,5666,23145,4
30318,64,0,0,60000,80,3,1,0,31,0,3,0,0,0,0,240,862,298,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,5,60559,0,1,6665,0,0
31140,64,0,0,60000,80,9,4,2,33,2,3,4,0,0,0,387,139,752,30,0,107,2,0,2,0,0,0,12,3,3,3,0,103,0,1,0,4,1,0,5,58619,65,2,1556,1840,0
31962,64,0,0,60000,80,66,13,49,20,0,8,54,1,1,2,178,140,2020,35,121,41,0,7,3,0,1,2,68,52,52,52,0,1502,1967,20,5,37,34,0,5,51181,385,3,3852,2642,16
32784,64,0,0,60000,80,64,13,49,28,1,3,59,0,0,1,247,229,2077,11,0,7,0,3,9,0,0,1,69,52,52,52,0,1970,0,6,0,30,27,0,5,24711,390,4,4048,2442,22
33606,64,0,0,60000,80,33,20,9,28,1,10,14,2,0,6,539,191,290,85,16,316,0,9,6,1,0,4,41,14,14,14,0,4579,416,6,3,12,9,0,5,16952,585,4,4095,9568,7
34428,64,0,0,60000,80,25,18,6,28,0,5,12,2,0,6,208,563,510,21,82,36,0,3,12,1,0,2,20,11,11,11,0,260,2316,1,12,6,3,0,5,43513,585,4,1899,1406,6
35250,64,0,0,60000,80,28,16,8,25,1,9,8,4,3,3,332,194,460,68,107,284,1,6,2,3,1,3,19,8,8,8,0,1812,3243,8,9,7,4,0,5,9075,660,4,3902,14035,6
36072,64,0,0,60000,80,9,1,5,24,0,8,1,0,0,0,160,604,641,0,0,0,0,1,0,0,0,0,14,5,5,5,0,0,0,0,0,5,2,0,5,54709,10,1,4698,570,0
36894,64,0,0,60000,80,4,3,0,20,0,2,2,0,0,0,442,220,733,0,0,0,0,2,1,0,0,0,13,1,1,1,0,414,0,1,0,4,1,0,5,11210,20,1,7937,5060,0
37716,64,0,0,60000,80,48,11,26,22,0,7,37,0,0,4,465,220,808,0,22,28,0,3,7,0,0,1,50,35,35,35,0,727,0,0,0,15,12,0,5,34755,345,4,4460,2660,11
38538,64,0,0,60000,80,18,11,4,35,0,8,8,1,0,1,374,202,576,44,28,176,0,5,6,0,0,0,13,6,6,6,0,2176,622,21,2,6,3,0,5,56990,335,3,2995,9940,5
39360,64,0,0,60000,80,9,3,3,37,0,3,5,0,0,1,694,165,480,39,0,62,0,2,1,0,0,0,8,3,3,3,0,931,0,0,0,5,2,0,4,1799,105,2,3320,6025,0
40182,64,0,0,60000,80,69,8,60,23,0,7,61,0,0,1,222,87,3632,16,0,94,0,4,3,0,0,1,80,65,65,65,0,1553,0,6,0,102,99,0,5,37507,240,2,4707,771,0
41004,64,0,0,60000,80,6,2,2,30,0,3,3,0,0,0,222,122,1057,0,0,0,0,1,1,0,0,0,9,3,3,3,0,0,156,9,1,5,2,0,5,54880,20,1,3188,1850,0
41826,64,0,0,60000,80,19,7,8,27,3,6,10,0,0,0,418,108,768,19,0,126,1,5,1,0,0,0,27,10,10,10,0,518,1311,12,4,8,5,0,5,29084,115,2,5114,4730,0
1685,64,0,0,60000,80,61,1,60,29,0,4,57,0,0,0,11,479,4640,0,0,0,0,1,0,0,0,0,67,63,63,63,0,0,0,6,0,152,149,0,5,29867,0,1,11866,410,0
2507,64,0,0,60000,80,6,2,1,29,1,3,2,0,0,0,481,127,802,0,0,0,0,1,1,0,0,0,6,1,1,1,0,0,0,1,0,3,0,0,5,54913,45,1,3084,0,0
3329,64,0,0,60000,80,65,2,62,29,1,1,63,0,0,0,220,334,4368,0,0,0,1,0,1,0,0,0,67,63,63,63,0,0,0,0,0,127,124,0,5,30452,45,1,858,446,0
4151,64,0,0,60000,80,38,5,23,19,0,6,28,0,0,4,135,146,1536,32,0,38,0,3,1,0,0,1,53,34,34,34,0,1035,0,7,0,20,17,0,5,29548,145,2,4278,1587,0
4973,64,0,0,60000,80,20,15,4,32,1,8,2,4,2,3,365,189,422,112,108,240,1,8,2,1,2,1,27,4,4,4,0,3949,933,7,4,7,4,0,4,5397,395,4,5437,16192,6
5795,64,0,0,60000,80,36,7,21,29,1,6,27,2,0,0,415,133,883,8,40,36,1,3,2,1,0,0,38,21,21,21,0,1726,691,16,2,14,11,0,5,72329,170,3,7898,4599,5
6617,64,0,0,60000,80,29,21,5,27,1,11,13,2,0,2,644,159,259,58,141,197,0,9,8,2,0,2,45,13,13,13,0,4315,932,9,1,8,5,0,5,61164,575,4,5935,20832,5
7439,64,0,0,60000,80,16,10,4,34,0,8,5,0,0,3,299,374,479,112,0,147,0,7,2,0,0,1,27,5,5,5,0,2898,1294,24,3,7,4,0,5,24482,175,2,6342,15835,0
8261,64,0,0,60000,80,40,5,28,32,1,3,34,0,0,2,341,329,824,28,0,24,0,2,1,0,0,2,58,33,33,33,0,1449,0,6,0,24,21,0,5,67761,65,2,4931,2542,0
9083,64,0,0,60000,80,15,5,5,36,4,4,5,1,0,1,668,28,562,42,0,112,3,0,2,0,0,0,14,5,5,5,0,0,242,65,1,5,2,0,5,55946,90,2,2087,775,0
9905,64,0,0,60000,80,35,7,25,23,1,5,26,0,0,3,280,253,872,26,33,58,1,3,2,0,0,1,35,26,26,26,0,2242,0,13,0,12,9,0,5,58052,155,3,4327,6310,5
10727,64,0,0,60000,80,70,7,62,19,2,4,63,0,0,1,301,52,3281,0,0,47,2,3,2,0,0,0,70,63,63,63,0,1104,518,10,2,73,70,0,5,46924,160,2,3165,878,0
11549,64,0,0,60000,80,65,2,63,28,0,6,59,0,0,0,264,15,4486,0,0,0,0,2,0,0,0,0,70,64,64,64,0,414,0,8,0,127,124,0,5,37479,35,1,6936,512,0
12371,64,0,0,60000,80,37,14,19,31,1,4,29,1,0,2,273,206,986,34,0,138,0,2,11,0,0,1,48,33,33,33,0,1139,1246,15,10,14,11,0,5,40065,510,4,3389,6272,9
13193,64,0,0,60000,80,22,19,0,27,0,6,9,0,1,6,447,203,514,50,132,109,0,6,6,0,1,6,35,1,1,1,0,3626,414,4,1,7,4,0,5,23444,495,4,4645,17060,5
14015,64,0,0,60000,80,52,7,41,23,1,9,41,1,0,0,129,215,1804,28,0,145,1,6,0,0,0,0,61,53,53,53,0,2070,1173,33,3,31,28,0,5,57315,210,2,4864,2439,0
14837,64,0,0,60000,80,11,7,0,35,0,8,1,1,0,1,717,311,90,47,0,210,0,6,0,1,0,0,6,1,1,1,0,2070,1242,9,2,4,1,0,5,49775,240,2,4608,20510,0
15659,64,0,0,60000,80,14,10,1,22,1,6,4,0,0,3,470,37,589,61,78,195,1,6,1,0,0,2,8,3,3,3,0,1656,1862,9,5,5,2,0,5,14796,340,3,3590,12360,5
16481,64,0,0,60000,80,66,3,62,31,0,4,62,0,0,0,512,148,2690,0,0,0,0,3,0,0,0,0,69,62,62,62,0,1242,414,4,1,54,51,0,5,51554,80,1,5172,1237,0
17303,64,0,0,60000,80,17,6,7,30,0,6,7,0,0,4,484,171,706,0,24,35,0,0,4,0,0,2,17,7,7,7,0,312,0,18,0,5,2,0,5,67243,175,3,5858,11720,5
18125,64,0,0,60000,80,31,11,19,32,1,9,16,2,1,2,602,128,575,24,65,4,1,6,3,0,0,1,50,21,21,21,0,1519,518,10,1,11,8,0,5,40156,215,3,9953,5246,10
18947,64,0,0,60000,80,57,0,56,24,0,3,54,0,0,0,212,318,4291,0,0,0,0,0,0,0,0,0,66,63,63,63,0,0,0,3,0,144,141,0,5,56480,0,1,0,390,0
19769,64,0,0,60000,80,16,11,3,26,0,9,3,1,0,3,186,489,528,19,20,183,0,6,2,0,0,3,19,4,4,4,0,1760,2070,15,4,5,2,0,5,63203,380,3,5954,15740,5
20591,64,0,0,60000,80,30,20,5,32,2,8,14,1,0,5,305,205,666,92,153,62,1,5,10,0,0,4,22,11,11,11,0,2114,3810,18,13,6,3,0,5,10746,695,4,3377,6476,6
21413,64,0,0,60000,80,8,5,1,28,0,4,3,0,0,1,271,292,671,50,0,126,0,3,2,0,0,0,16,2,2,2,0,1656,621,6,1,5,2,0,5,5168,80,2,6254,15950,0
22235,64,0,0,60000,80,16,13,0,24,0,7,3,0,0,6,292,198,431,40,76,403,0,6,2,0,0,5,10,0,0,0,0,3622,518,9,1,6,3,0,5,5997,470,4,4025,16410,5
23057,64,0,0,60000,80,11,2,7,16,1,4,6,0,0,0,290,190,1112,0,0,0,0,2,0,0,0,0,35,16,16,16,0,621,0,1,0,9,6,0,5,98140,45,1,5065,2140,0
23879,64,0,0,60000,80,16,12,3,29,1,6,5,1,1,2,279,59,667,72,25,342,0,5,3,1,1,2,18,3,3,3,0,1346,2744,8,6,6,3,0,5,17099,325,3,3890,13380,6
24701,64,0,0,60000,80,75,5,59,21,1,4,69,0,0,1,102,130,3132,0,0,14,0,2,3,0,0,0,70,64,64,64,0,726,0,4,0,120,117,0,5,30992,100,2,5811,543,0
25523,64,0,0,60000,80,22,18,1,31,1,7,7,3,1,3,284,177,298,102,365,189,1,6,4,3,1,3,15,3,3,3,0,2821,3450,23,7,7,4,0,5,9222,660,3,4116,10392,6
26345,64,0,0,60000,80,6,1,3,31,0,3,3,0,0,0,217,504,785,0,0,0,0,1,0,0,0,0,19,3,3,3,0,414,414,5,1,4,1,0,5,60024,10,1,4624,3610,0
27167,64,0,0,60000,80,4,1,0,18,0,1,3,0,0,0,436,510,484,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,5,54957,10,1,1484,0,0
27989,64,0,0,60000,80,7,3,0,27,2,4,1,0,0,0,230,316,884,0,0,0,2,1,0,0,0,0,8,1,1,1,0,0,0,0,0,3,0,0,5,56451,80,1,2300,0,0
28811,64,0,0,60000,80,35,11,18,27,0,5,22,3,0,5,333,133,1046,8,9,46,0,5,2,1,0,3,46,28,28,28,0,2415,932,56,3,17,14,0,5,77780,310,3,7809,7415,16
