# ruleset sm-era-2 commit 5b01693 patrolBase 3 size 64 ticks 60000 ai 3 mirror 0 firmswap 0
seed,size,mirror,firmswap,ticks,offered,accepted,completed,failed,expired,acc_courier,acc_surveillance,acc_extraction,acc_sabotage,acc_acquisition,acc_defend,off_courier,off_surveillance,off_extraction,off_sabotage,off_acquisition,off_defend,courier,surveillance,extraction,sabotage,acquisition,defend,burns,downs,captures,arrests,rescues,banked,cacheLost,raids,raidsSucceeded,deployments,cleanExtracts,emergencyExtracts,heatMax,heatLockdownTicks,recognition,tierReached,avgSortieTicks,avgDeployTicks,deploysToTier3
34702,64,0,0,60000,80,12,6,5,34,0,6,6,0,0,0,478,215,567,19,0,157,0,2,4,0,0,0,19,9,9,9,0,621,208,4,1,6,3,0,5,20336,65,2,4469,3240,0
35524,64,0,0,60000,80,70,9,47,24,1,5,62,0,0,2,294,212,1237,8,5,11,0,4,5,0,0,0,60,53,53,53,0,1400,0,4,0,23,20,0,5,22991,240,3,5438,2233,17
36346,64,0,0,60000,80,29,15,11,21,4,7,15,0,1,2,141,235,940,9,95,53,2,4,7,0,0,2,38,18,18,18,0,1726,0,0,0,7,4,0,5,20629,415,4,4107,8077,6
37168,64,0,0,60000,80,40,22,17,24,1,10,21,2,1,5,284,202,838,33,36,46,1,8,6,1,1,5,40,20,20,20,0,4538,897,9,2,13,10,0,5,18477,855,4,4235,7463,8
37990,64,0,0,60000,80,26,17,7,33,1,7,10,5,0,3,379,87,615,213,67,80,0,6,6,2,0,3,38,8,8,8,0,3262,2873,8,7,8,5,0,5,20363,400,3,3646,13592,5
38812,64,0,0,60000,80,36,14,12,18,1,6,25,3,0,1,124,114,1211,23,10,75,1,2,10,1,0,0,34,25,25,25,0,2368,2731,20,7,13,10,0,5,75501,460,4,3097,5374,5
39634,64,0,0,60000,80,23,9,11,36,3,3,14,1,0,2,254,186,875,64,12,39,1,2,3,1,0,2,24,11,11,11,0,1311,897,19,2,8,5,0,5,52522,280,3,9244,8568,8
40456,64,0,0,60000,80,30,18,6,29,1,9,11,2,0,7,274,89,703,54,95,233,1,6,4,0,0,7,24,8,8,8,0,4573,1036,6,2,10,7,0,5,6456,720,4,2851,10175,7
41278,64,0,0,60000,80,16,9,4,26,0,6,7,2,0,1,267,326,656,84,102,9,0,5,3,1,0,0,15,5,5,5,0,2330,0,4,0,7,4,0,5,18644,230,3,5501,10970,5
1137,64,0,0,60000,80,22,12,5,31,0,10,8,0,0,4,301,514,427,27,85,66,0,5,3,0,0,4,10,7,7,7,0,3054,0,1,0,8,5,0,5,10186,500,4,3113,7416,6
1959,64,0,0,60000,80,30,16,8,24,1,9,15,1,1,3,228,159,767,3,137,123,1,7,3,1,1,3,32,14,14,14,0,2760,414,8,1,10,7,0,5,13318,520,4,3539,7591,8
2781,64,0,0,60000,80,80,7,59,28,2,6,68,1,0,3,389,181,1535,10,11,84,1,1,4,1,0,0,68,60,60,60,0,1226,104,8,1,35,32,0,5,36223,205,3,3637,1624,10
3603,64,0,0,60000,80,31,7,18,30,1,6,23,1,0,0,258,316,451,51,0,340,1,2,4,0,0,0,39,25,25,25,0,1554,0,5,0,11,8,0,5,38011,185,2,3579,6965,0
4425,64,0,0,60000,80,14,2,8,27,1,2,11,0,0,0,448,262,698,0,0,0,1,1,0,0,0,0,11,9,9,9,0,517,414,3,1,7,4,0,5,6674,70,1,2598,2245,0
5247,64,0,0,60000,80,25,16,7,26,0,11,10,2,0,2,442,114,536,46,57,205,0,8,4,2,0,2,27,7,7,7,0,4502,0,11,0,9,6,0,5,21660,440,4,4500,9286,5
6069,64,0,0,60000,80,66,3,63,23,3,5,58,0,0,0,351,308,3326,0,0,2,0,2,1,0,0,0,75,65,65,65,0,518,0,10,0,122,120,0,5,57865,70,2,10561,526,0
6891,64,0,0,60000,80,41,19,18,28,0,9,25,0,0,7,248,306,1235,0,51,55,0,8,4,0,0,7,41,23,23,23,0,4296,3363,19,7,17,14,0,5,28319,685,4,5461,3570,14
7713,64,0,0,60000,80,34,21,11,18,4,7,14,1,4,4,291,107,752,35,123,104,3,4,7,0,3,4,36,12,12,12,0,932,2222,3,14,6,3,0,5,23438,755,4,4956,6120,6
8535,64,0,0,60000,80,64,3,61,24,0,7,57,0,0,0,336,189,3278,0,0,20,0,3,0,0,0,0,68,63,63,63,0,828,0,2,0,102,99,0,5,43601,55,2,8770,626,0
9357,64,0,0,60000,80,64,4,59,33,1,3,60,0,0,0,302,125,4047,57,0,140,1,2,1,0,0,0,68,62,62,62,0,639,639,6,2,129,126,0,5,31375,105,2,2549,435,0
10179,64,0,0,60000,80,59,4,52,25,0,6,53,0,0,0,348,119,2425,17,0,217,0,4,0,0,0,0,63,57,57,57,0,828,0,39,0,40,37,0,5,51492,140,2,4355,1772,0
11001,64,0,0,60000,80,14,10,1,30,1,4,6,0,0,3,416,275,387,13,24,300,0,3,5,0,0,2,5,1,1,1,0,2487,156,24,1,6,3,0,5,21941,340,3,2898,22153,5
11823,64,0,0,60000,80,21,11,6,31,1,5,10,0,0,5,540,326,546,50,0,57,0,3,4,0,0,4,19,11,11,11,0,2330,984,9,4,7,4,0,5,26151,355,2,4494,13080,0
12645,64,0,0,60000,80,23,15,6,30,1,9,7,3,0,3,321,46,756,104,117,82,1,6,5,2,0,1,20,6,6,6,0,830,3490,42,7,6,3,0,5,10261,440,3,4435,13396,5
13467,64,0,0,60000,80,17,14,0,22,0,7,5,2,1,2,533,61,670,10,45,86,0,6,3,2,1,2,11,0,0,0,0,4506,570,7,1,7,4,0,5,21293,490,4,3617,14472,4
14289,64,0,0,60000,80,34,16,12,30,3,5,18,0,1,7,328,26,888,34,55,139,2,3,5,0,1,5,31,16,16,16,0,2710,828,11,2,9,6,0,5,28317,585,4,3579,9176,6
15111,64,0,0,60000,80,28,10,13,29,3,5,16,2,0,2,261,105,849,15,57,145,2,0,7,0,0,1,29,21,21,21,0,795,207,5,1,10,7,0,5,21814,285,3,2824,4671,9
15933,64,0,0,60000,80,66,5,60,28,1,3,61,1,0,0,240,275,2732,32,0,61,1,2,2,0,0,0,68,65,65,65,0,1295,0,14,0,72,69,0,5,41084,105,2,3336,926,0
16755,64,0,0,60000,80,8,4,0,28,0,6,2,0,0,0,492,542,160,13,0,218,0,3,1,0,0,0,8,0,0,0,0,828,0,11,0,4,1,0,5,24423,90,2,4151,18790,0
17577,64,0,0,60000,80,14,7,5,21,0,10,4,0,0,0,98,640,505,38,0,118,0,5,2,0,0,0,27,8,8,8,0,1191,0,3,0,7,4,0,5,88511,195,2,4618,6247,0
18399,64,0,0,60000,80,68,5,62,29,3,5,59,1,0,0,525,118,2549,18,0,101,2,3,0,0,0,0,67,62,62,62,0,1518,0,36,0,44,41,0,5,49913,125,2,3174,1869,0
19221,64,0,0,60000,80,17,15,0,27,0,9,2,3,1,2,474,235,449,44,68,125,0,9,1,2,1,2,32,2,2,2,0,4417,1242,18,2,8,5,0,5,64554,345,4,7965,13108,6
20043,64,0,0,60000,80,4,2,0,28,0,3,1,0,0,0,335,485,590,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,5,54950,20,1,4623,0,0
20865,64,0,0,60000,80,17,9,5,17,0,8,6,0,0,3,22,181,1184,38,0,20,0,5,2,0,0,2,13,6,6,6,0,2071,621,6,1,6,3,0,5,14785,280,2,3834,8426,0
21687,64,0,0,60000,80,28,24,1,34,3,13,3,1,2,6,449,354,313,31,161,132,3,12,2,0,2,5,10,2,2,2,0,6488,828,12,1,9,6,0,3,0,975,4,3339,15288,5
22509,64,0,0,60000,80,3,0,0,27,0,3,0,0,0,0,225,990,235,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,9,0,3,0,0,5,113380,0,1,0,0,0
23331,64,0,0,60000,80,31,17,9,24,1,5,14,4,2,5,421,168,431,93,94,215,0,5,4,2,2,4,22,9,9,9,0,4437,621,7,1,9,6,0,5,7844,735,4,4411,10518,6
24153,64,0,0,60000,80,36,21,9,32,2,15,13,0,0,6,336,168,637,47,193,90,1,10,6,0,0,4,33,10,10,10,0,3573,4003,27,8,9,6,0,5,21024,605,3,5305,10248,5
24975,64,0,0,60000,80,14,4,4,31,0,9,4,0,0,1,609,602,252,4,0,0,0,4,0,0,0,0,42,11,10,10,0,1656,621,26,1,8,5,0,5,48538,0,2,15581,11230,0
25797,64,0,0,60000,80,11,7,1,21,0,6,1,0,0,4,232,635,452,38,0,85,0,4,0,0,0,3,7,1,1,1,0,1863,621,10,1,4,1,0,5,5968,280,3,3889,28020,4
26619,64,0,0,60000,80,27,15,10,22,1,7,15,0,0,4,211,386,696,0,21,107,1,4,6,0,0,4,44,20,20,20,0,829,2484,11,9,9,6,0,5,61310,460,4,6686,7305,7
27441,64,0,0,60000,80,33,19,9,23,2,10,13,2,1,5,590,208,404,65,66,77,1,8,6,0,1,3,26,11,11,11,0,3901,1863,22,3,9,6,0,5,28496,650,4,5822,14111,7
28263,64,0,0,60000,80,15,12,1,27,0,6,4,1,0,4,566,213,365,6,0,235,0,6,2,1,0,3,8,0,0,0,0,2743,156,17,1,6,3,0,5,18934,405,3,5472,20166,6
29085,64,0,0,60000,80,10,7,1,25,0,6,2,0,0,2,365,438,434,83,0,106,0,5,1,0,0,1,13,2,2,2,0,1966,828,9,2,5,2,0,5,25974,205,2,8252,10095,0
29907,64,0,0,60000,80,58,4,54,27,2,3,52,0,0,1,240,42,4071,0,0,100,1,1,1,0,0,1,79,65,65,65,0,881,0,0,0,141,138,0,5,42951,55,2,9341,664,0
30729,64,0,0,60000,80,57,18,26,31,1,12,35,2,1,6,319,103,834,53,10,160,0,5,8,0,1,4,48,27,27,27,0,518,3524,26,8,15,12,0,5,44481,570,4,5374,7300,10
31551,64,0,0,60000,80,13,10,1,32,1,6,2,1,0,3,465,199,513,80,74,134,1,5,1,0,0,3,18,0,0,0,0,2433,0,2,0,6,3,0,5,40119,335,3,2945,11123,4
32373,64,0,0,60000,80,6,3,0,30,0,4,1,1,0,0,486,163,662,55,0,49,0,2,0,1,0,0,7,0,0,0,0,1035,0,10,0,4,1,0,5,55955,125,2,4974,22840,0
33195,64,0,0,60000,80,17,2,7,28,0,6,11,0,0,0,209,214,902,0,0,104,0,1,1,0,0,0,20,8,8,8,0,156,570,6,2,7,4,0,5,70057,0,2,9336,2597,0
34017,64,0,0,60000,80,22,7,9,36,1,7,12,1,0,1,721,107,451,25,0,92,0,1,5,0,0,1,23,12,11,11,0,104,0,8,0,6,3,0,5,62513,240,3,3931,3510,6
34839,64,0,0,60000,80,12,7,4,24,0,8,2,1,0,1,191,175,823,79,0,142,0,6,0,0,0,1,11,5,5,5,0,2380,414,5,1,6,3,0,5,42236,205,2,5096,10460,0
35661,64,0,0,60000,80,14,11,1,21,0,5,5,0,0,4,122,341,622,30,179,161,0,5,2,0,0,4,25,2,2,2,0,3210,363,8,2,6,3,0,5,5997,360,3,3276,13643,5
36483,64,0,0,60000,80,54,3,51,20,0,6,48,0,0,0,163,422,3538,0,0,19,0,3,0,0,0,0,72,63,63,63,0,1449,621,45,1,103,100,0,5,79677,30,2,18105,1126,0
37305,64,0,0,60000,80,33,10,21,25,1,7,24,1,0,0,211,435,834,9,0,0,1,5,4,0,0,0,45,28,28,28,0,2036,0,10,0,13,10,0,5,18183,220,3,5552,5218,12
38127,64,0,0,60000,80,17,12,3,27,0,8,6,0,0,3,532,395,244,15,41,188,0,6,3,0,0,3,46,6,6,6,0,2690,0,5,0,7,4,0,5,52334,250,4,4548,12387,6
38949,64,0,0,60000,80,22,18,1,23,2,7,7,2,1,3,450,71,463,57,235,169,1,7,4,2,1,3,11,1,1,1,0,3795,2071,12,4,6,3,0,3,0,660,4,3307,18983,4
39771,64,0,0,60000,80,37,15,17,28,0,9,20,0,2,6,322,82,742,29,110,198,0,6,5,0,2,2,32,18,18,18,0,4385,0,2,0,14,11,0,5,11237,535,4,5321,6664,11
40593,64,0,0,60000,80,48,7,26,28,2,7,36,1,0,2,482,53,1473,31,54,20,2,2,0,1,0,2,36,27,27,27,0,1207,1207,19,2,20,17,0,5,19461,245,3,3732,1462,20
41415,64,0,0,60000,80,16,12,1,25,1,5,5,1,1,3,274,230,792,21,68,45,1,5,2,1,0,3,9,1,1,1,0,2450,483,18,1,6,3,0,5,6277,420,4,4020,11170,5
1274,64,0,0,60000,80,49,9,36,26,1,4,38,4,0,2,273,388,1031,52,67,63,0,3,2,2,0,2,46,40,40,40,0,2451,1398,23,3,28,25,0,5,38459,345,3,3241,2952,7
2096,64,0,0,60000,80,31,14,9,29,3,5,20,1,0,2,477,203,630,55,0,61,2,3,6,1,0,2,23,11,11,11,0,2073,103,16,1,11,8,0,5,25505,500,4,2274,4482,10
2918,64,0,0,60000,80,27,17,4,31,0,8,10,2,3,4,380,147,447,55,75,326,0,8,3,1,3,2,18,4,4,4,0,4298,621,4,1,8,5,0,5,7958,630,4,3649,12074,6
3740,64,0,0,60000,80,33,21,8,27,2,12,10,3,0,6,181,224,643,96,70,199,2,8,6,1,0,4,25,9,9,9,0,4865,0,5,0,9,6,0,5,18823,675,4,3404,9890,5
4562,64,0,0,60000,80,17,13,2,30,2,9,2,2,0,2,743,118,342,14,140,38,1,7,1,2,0,2,28,2,2,2,0,3813,8301,23,7,6,3,0,5,56360,405,3,4411,15156,5
5384,64,0,0,60000,80,30,18,8,30,1,12,14,0,0,3,319,186,461,82,120,222,0,8,8,0,0,2,34,14,14,14,0,3056,621,11,1,9,6,0,5,17358,430,4,4479,11270,7
6206,64,0,0,60000,80,64,3,61,20,1,4,59,0,0,0,166,163,3952,2,0,9,0,3,0,0,0,0,77,64,64,64,0,828,0,1,0,121,118,0,5,50571,35,2,8124,659,0
7028,64,0,0,60000,80,31,12,14,18,3,4,23,0,0,1,187,1,1481,0,0,84,1,3,7,0,0,1,39,29,29,29,0,1623,518,13,2,18,15,0,5,62468,380,3,4790,2864,5
7850,64,0,0,60000,80,15,13,0,29,0,10,1,0,0,4,181,515,411,32,168,123,0,9,0,0,0,4,18,1,0,0,0,4812,621,16,1,7,4,0,5,17510,360,4,4692,17157,4
8672,64,0,0,60000,80,29,14,13,40,0,8,17,2,0,2,471,99,1008,38,20,57,0,6,5,1,0,2,42,23,23,23,0,2795,1348,23,6,15,12,0,5,26083,430,3,4890,5600,5
9494,64,0,0,60000,80,32,20,10,30,5,6,10,4,0,7,481,55,518,97,80,170,4,5,6,1,0,4,40,13,13,13,0,3796,1035,13,2,8,5,0,5,12253,565,4,4844,10898,5
10316,64,0,0,60000,80,27,10,12,31,1,6,14,2,1,3,470,139,655,21,79,49,1,0,7,0,1,1,25,17,17,17,0,311,728,9,4,7,4,0,5,20731,410,3,2498,6495,6
11138,64,0,0,60000,80,31,19,9,23,1,6,17,1,1,5,525,219,321,24,79,213,1,4,10,1,0,3,28,13,13,13,0,674,3860,18,17,6,3,0,5,15752,560,4,5209,21143,5
11960,64,0,0,60000,80,24,20,0,25,0,11,5,3,1,4,529,180,387,15,108,176,0,10,2,3,1,4,24,3,3,3,0,5279,3444,16,6,7,4,0,4,1799,685,4,4110,20197,4
12782,64,0,0,60000,80,14,4,5,32,0,8,6,0,0,0,423,311,563,29,0,80,0,3,1,0,0,0,17,8,8,8,0,414,518,5,2,6,3,0,5,9896,115,2,6760,3653,0
13604,64,0,0,60000,80,23,14,3,24,1,10,9,1,0,2,250,355,675,40,77,63,1,8,3,0,0,2,23,4,4,4,0,3675,570,7,1,7,4,0,5,28828,375,4,5705,20860,6
14426,64,0,0,60000,80,243,13,3,30,2,9,7,72,0,153,676,248,214,28,68,186,1,6,2,1,0,3,22,3,3,3,0,3242,156,8,1,7,4,0,5,17606,330,4,3591,11372,4
15248,64,0,0,60000,80,38,12,19,31,2,8,22,2,0,4,286,70,1000,10,10,53,0,7,2,1,0,2,30,21,21,21,0,1794,622,8,4,9,6,0,5,28083,385,3,4419,7285,9
16070,64,0,0,60000,80,25,14,7,27,1,9,8,4,2,1,294,173,728,79,103,90,1,5,5,2,0,1,26,10,10,10,0,1985,2052,8,6,6,3,0,5,21733,465,4,4457,14256,5
16892,64,0,0,60000,80,8,5,0,28,1,3,4,0,0,0,586,28,571,75,0,125,1,3,1,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,1,0,125,2,3666,0,0
17714,64,0,0,60000,80,16,14,1,27,2,6,4,1,0,3,672,277,307,57,49,73,2,6,3,0,0,3,12,2,2,2,0,2347,2726,33,5,4,1,0,5,4198,455,4,4228,42280,3
18536,64,0,0,60000,80,11,8,1,32,1,6,0,3,0,1,546,212,511,74,0,97,1,6,0,0,0,1,11,2,1,1,0,1863,1104,13,2,5,2,0,5,5398,250,2,4847,13605,0
19358,64,0,0,60000,80,64,1,63,20,0,6,58,0,0,0,173,395,3119,0,0,0,0,1,0,0,0,0,76,65,65,65,0,414,0,2,0,92,89,0,5,40372,0,1,8099,650,0
20180,64,0,0,60000,80,8,3,2,31,0,5,3,0,0,0,304,293,830,0,0,20,0,3,0,0,0,0,14,2,2,2,0,414,0,5,0,4,1,0,5,61664,70,2,6833,10460,0
21002,64,0,0,60000,80,27,9,9,22,1,6,19,0,0,1,489,327,402,32,72,113,1,6,1,0,0,1,25,12,12,12,0,984,0,3,0,10,7,0,5,15347,225,3,5084,3941,10
21824,64,0,0,60000,80,25,6,13,21,0,10,15,0,0,0,371,174,779,25,0,81,0,3,3,0,0,0,23,15,15,15,0,932,414,3,1,9,6,0,5,55558,150,3,6897,6125,9
22646,64,0,0,60000,80,5,2,0,24,0,3,2,0,0,0,362,201,790,37,0,0,0,1,1,0,0,0,25,1,1,1,0,621,0,1,0,4,1,0,5,71816,0,2,10167,17770,0
23468,64,0,0,60000,80,71,3,65,23,2,6,61,0,0,2,440,151,1291,12,0,31,1,1,1,0,0,0,82,69,69,69,0,639,0,1,0,24,21,0,5,31291,55,2,2507,2864,0
24290,64,0,0,60000,80,43,14,26,36,2,8,30,1,0,2,457,101,991,65,22,32,0,7,5,1,0,1,64,33,33,33,0,3261,743,17,4,20,17,0,5,52608,375,3,6454,5436,7
25112,64,0,0,60000,80,15,7,5,26,2,6,5,1,0,1,504,58,648,30,0,135,2,2,2,0,0,1,19,6,6,6,0,1311,0,50,0,6,3,0,5,93208,135,2,8312,10026,0
25934,64,0,0,60000,80,24,18,3,32,3,3,8,2,1,7,623,64,213,82,91,331,1,2,7,1,1,6,22,4,4,4,0,1400,1089,24,2,6,3,0,5,41617,655,3,4305,21426,5
26756,64,0,0,60000,80,27,18,5,30,1,9,8,3,0,6,263,256,391,37,122,321,1,7,4,1,0,5,12,5,5,5,0,4003,0,23,0,8,5,0,5,56313,750,4,3989,13990,5
27578,64,0,0,60000,80,37,13,15,25,3,8,22,3,0,1,511,171,526,21,85,93,2,6,3,1,0,1,39,17,17,17,0,2209,552,8,1,12,9,0,5,44187,350,3,6039,3634,5
